name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating
Jeopardy!,DS,2010,Misc,0.17,0.0,0.0,0.01,,,unknown
Pro Yaky? Spirits 2011,PS3,2011,Sports,0.0,0.0,0.18,0.0,,,unknown
Doctor Who: Return to Earth,Wii,2010,Adventure,0.0,0.16,0.0,0.02,,,unknown
Battle Commander: Hachibushu Shura no Heihou,SNES,1991,Strategy,0.0,0.0,0.18,0.0,,,unknown
WWE All Stars,PSP,2011,Fighting,0.12,0.04,0.0,0.03,70.0,66.0,T
Jampack Vol. 1,PS,1996,Misc,0.1,0.07,0.0,0.01,,,unknown
Bad Boys: Miami Takedown,XB,2004,Shooter,0.14,0.04,0.0,0.01,35.0,59.0,M
Valhalla Knights 3,PSV,2013,Role-Playing,0.04,0.01,0.12,0.01,48.0,68.0,M
Mega Man X: Command Mission,PS2,2004,Role-Playing,0.09,0.07,0.0,0.02,69.0,71.0,E
Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,0.09,0.07,0.0,0.02,59.0,86.0,E
Moon,PS,1997,Adventure,0.0,0.0,0.17,0.01,,,unknown
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,0.15,0.01,0.0,0.01,65.0,75.0,E10+
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,0.13,0.04,0.0,0.01,65.0,83.0,T
Re-Volt,N64,1999,Racing,0.14,0.04,0.0,0.0,,,unknown
Sesame Street: Elmo's Letter Adventure,N64,1999,Misc,0.14,0.04,0.0,0.0,,,unknown
Senran Kagura: Estival Versus,PSV,2015,Action,0.04,0.02,0.09,0.02,71.0,74.0,M
Might & Magic: Clash of Heroes,DS,2009,Role-Playing,0.15,0.02,0.0,0.01,,,unknown
GRID Autosport,PS3,2014,Racing,0.05,0.09,0.01,0.03,75.0,68.0,E
Gokujou Parodius,SNES,1994,Shooter,0.0,0.0,0.18,0.0,,,unknown
Half-Minute Hero,PSP,2009,Role-Playing,0.08,0.01,0.07,0.01,84.0,78.0,E10+
Gauntlet: Dark Legacy,GC,2002,Action,0.14,0.04,0.0,0.0,60.0,91.0,T
A.C.E.: Another Century's Episode 2,PS2,2006,Simulation,0.0,0.0,0.18,0.0,,,unknown
The Chronicles of Narnia: Prince Caspian,X360,2008,Action,0.16,0.01,0.0,0.01,56.0,75.0,T
Company of Heroes: Anthology,PC,2009,Strategy,0.0,0.15,0.0,0.03,,,unknown
Shadow The Hedgehog,XB,2005,Platform,0.13,0.04,0.0,0.01,49.0,55.0,E10+
Daigasso! Band Brothers P,3DS,2013,Misc,0.0,0.0,0.18,0.0,,,unknown
Batman: Vengeance,GBA,2001,Adventure,0.13,0.05,0.0,0.0,68.0,,E
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000,Sports,0.0,0.0,0.18,0.0,,,unknown
The Adventures of Cookie & Cream,PS2,2000,Puzzle,0.09,0.07,0.0,0.02,,,unknown
World of Outlaws: Sprint Cars,X360,2010,Racing,0.17,0.0,0.0,0.01,57.0,81.0,E
Van Helsing,XB,2007,Action,0.13,0.04,0.0,0.01,63.0,76.0,T
Grand Slam Tennis 2,X360,2012,Sports,0.1,0.06,0.0,0.02,71.0,51.0,E
Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,0.1,0.06,0.0,0.02,51.0,53.0,E10+
Pure Futbol,X360,2010,Sports,0.08,0.08,0.0,0.02,38.0,79.0,E
Spider-Man: Friend or Foe,PSP,2007,Action,0.16,0.0,0.0,0.01,58.0,44.0,E10+
Sing4: The Hits Edition,Wii,2011,Misc,0.17,0.0,0.0,0.01,,,T
Gun,GC,2005,Shooter,0.14,0.04,0.0,0.0,77.0,86.0,M
SoulCalibur Legends,Wii,2007,Action,0.16,0.01,0.0,0.01,52.0,57.0,T
Rio,Wii,2011,Misc,0.13,0.03,0.0,0.01,,,E10+
F1 Challenge,SAT,1994,Racing,0.0,0.0,0.18,0.0,,,unknown
Squeeballs Party,Wii,2009,Puzzle,0.17,0.0,0.0,0.01,59.0,,E10+
Metal Gear Ac!d 2,PSP,2005,Strategy,0.11,0.0,0.05,0.01,,,unknown
Shadow Madness,PS,1999,Action,0.1,0.07,0.0,0.01,,,unknown
Aliens: Colonial Marines,PC,2013,Shooter,0.1,0.06,0.0,0.02,45.0,35.0,M
Tiger Woods PGA Tour 2004,GBA,2003,Sports,0.13,0.05,0.0,0.0,75.0,75.0,E
The Game of Life / Yahtzee / Payday,GBA,2005,Misc,0.13,0.05,0.0,0.0,,,unknown
FIFA Soccer 11,PC,2010,Sports,0.0,0.14,0.0,0.04,83.0,77.0,E
American Chopper 2: Full Throttle,PS2,2005,Racing,0.09,0.07,0.0,0.02,,81.0,T
Borderlands,PC,2009,Shooter,0.01,0.14,0.0,0.03,81.0,78.0,M
de Blob 2,Wii,2011,Platform,0.11,0.06,0.0,0.02,79.0,81.0,E10+
Silent Hill 4: The Room,XB,2004,Action,0.14,0.04,0.0,0.01,76.0,83.0,M
Commandos 2: Men of Courage,PS2,2002,Strategy,0.09,0.07,0.0,0.02,67.0,68.0,T
Remember Me,X360,2013,Action,0.1,0.06,0.0,0.02,70.0,75.0,M
Brink,PC,2011,Shooter,0.06,0.09,0.0,0.03,70.0,60.0,T
FIFA Soccer 2002,GC,2001,Sports,0.14,0.04,0.0,0.0,81.0,80.0,E
Pro Evolution Soccer 2013,3DS,2012,Sports,0.05,0.02,0.1,0.01,,,unknown
Atari Anniversary Edition Redux,PS,2000,Misc,0.1,0.07,0.0,0.01,72.0,,E
Lips: Party Classics,X360,2010,Misc,0.05,0.11,0.0,0.02,69.0,,T
Toukiden: The Age of Demons,PSP,2013,Action,0.0,0.0,0.18,0.0,,,unknown
Fireblade,PS2,2002,Action,0.09,0.07,0.0,0.02,,,unknown
Disney's Tarzan Untamed,GC,2001,Platform,0.14,0.04,0.0,0.0,61.0,74.0,E
Brunswick Circuit Pro Bowling,PS,1998,Sports,0.1,0.07,0.0,0.01,,,unknown
Marvel Super Hero Squad: Comic Combat,Wii,2011,Action,0.14,0.03,0.0,0.01,,,E10+
Trinity Universe,PS3,2009,Role-Playing,0.07,0.05,0.03,0.02,62.0,72.0,T
Payday 2,XOne,2015,Shooter,0.09,0.07,0.0,0.02,,,unknown
Pirates: Hunt For Blackbeard's Booty,Wii,2008,Adventure,0.08,0.08,0.0,0.02,,,E
Cabela's Dangerous Hunts 2009,PS2,2008,Sports,0.09,0.07,0.0,0.02,,92.0,T
Senran Kagura: Estival Versus,PS4,2015,Action,0.08,0.0,0.08,0.02,67.0,80.0,M
Ball Breakers,PS,2000,Action,0.1,0.07,0.0,0.01,68.0,53.0,E
Mobile Suit Gundam Seed Destiny: Generation of C.E.,PS2,2005,Action,0.0,0.0,0.18,0.0,,,unknown
Splatterhouse,X360,2010,Action,0.14,0.03,0.0,0.01,62.0,76.0,M
EyeToy: Groove,PS2,2003,Misc,0.09,0.07,0.0,0.02,73.0,80.0,E
You Don't Know Jack,PS3,2011,Misc,0.16,0.0,0.0,0.01,82.0,73.0,T
Chuck E. Cheese's Party Games,DS,2010,Misc,0.17,0.0,0.0,0.01,,,E
Twisted Metal: Small Brawl,PS,2099,Action,0.1,0.07,0.0,0.01,51.0,76.0,T
Otomedius Excellent,X360,2099,Shooter,0.13,0.0,0.04,0.01,48.0,81.0,T
Charlie and the Chocolate Factory,GC,2005,Adventure,0.14,0.04,0.0,0.0,39.0,32.0,E
Armored Core: Last Raven,PS2,2005,Simulation,0.05,0.04,0.08,0.01,59.0,89.0,T
Burnout Legends,DS,2005,Racing,0.15,0.02,0.0,0.01,38.0,60.0,E
Tomb Raider: Underworld,PS2,2009,Action,0.09,0.04,0.0,0.05,,58.0,T
College Hoops 2K7,PS3,2007,Sports,0.16,0.0,0.0,0.01,81.0,71.0,E
Hello Kitty: Birthday Adventures,DS,2010,Adventure,0.06,0.1,0.0,0.02,,,E
All Grown Up! Express Yourself,GBA,2004,Misc,0.13,0.05,0.0,0.0,,,unknown
Escape The Museum,DS,2010,Adventure,0.04,0.12,0.0,0.02,,,E
K-1 World Grand Prix,PS2,2002,Sports,0.04,0.03,0.1,0.01,67.0,90.0,T
Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,2009,Strategy,0.0,0.0,0.18,0.0,,,unknown
Super Robot Taisen A Portable,PSP,2008,Strategy,0.0,0.0,0.18,0.0,,,unknown
Juiced,XB,2005,Racing,0.13,0.04,0.0,0.01,68.0,91.0,T
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,0.11,0.01,0.05,0.01,38.0,30.0,E10+
Looney Tunes: Back in Action,GBA,2003,Platform,0.13,0.05,0.0,0.0,47.0,,E
Shaun White Skateboarding,Wii,2010,Sports,0.13,0.03,0.0,0.01,59.0,,E10+
DiRT Showdown,PS3,2012,Racing,0.02,0.12,0.0,0.03,75.0,63.0,E10+
Virtua Tennis,GBA,2002,Sports,0.13,0.05,0.0,0.0,83.0,,E
Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,0.16,0.0,0.0,0.02,,50.0,unknown
Tales of the Tempest,DS,2006,Role-Playing,0.0,0.0,0.18,0.0,,,unknown
SimCity Creator (JP sales),DS,2008,Simulation,0.0,0.0,0.18,0.0,,,unknown
Biohazard: Revival Selection,PS3,2011,Action,0.0,0.0,0.18,0.0,,,unknown
Sonic Riders: Zero Gravity,PS2,2008,Racing,0.09,0.07,0.0,0.02,56.0,83.0,E
UFC: Sudden Impact,PS2,2004,Fighting,0.09,0.07,0.0,0.02,54.0,77.0,T
NBA Hoopz,PS2,2001,Sports,0.09,0.07,0.0,0.02,63.0,,E
ESPN X Games Skateboarding,GBA,2001,Sports,0.13,0.05,0.0,0.0,,,E
Nancy Drew: The Hidden Staircase,DS,2008,Adventure,0.16,0.0,0.0,0.01,,60.0,E
Speedball 2100,PS,2000,Sports,0.1,0.07,0.0,0.01,60.0,,E
Full Auto 2: Battlelines,PS3,2006,Racing,0.14,0.02,0.0,0.02,67.0,76.0,T
College Hoops 2K8,X360,2007,Sports,0.16,0.0,0.0,0.01,81.0,69.0,E
LEGO Island 2: The Brickster's Revenge,PS,2001,Adventure,0.1,0.07,0.0,0.01,,,unknown
How to Train Your Dragon,PS3,2010,Action,0.12,0.03,0.0,0.02,51.0,70.0,E10+
Backyard Basketball,GBA,2004,Sports,0.13,0.05,0.0,0.0,,,E
Madden NFL 09,XB,2008,Sports,0.13,0.04,0.0,0.01,,55.0,E
Dynasty Warriors: Gundam 3,X360,2010,Action,0.11,0.03,0.02,0.01,65.0,78.0,T
Scooby-Doo! Unmasked,GBA,2005,Platform,0.13,0.05,0.0,0.0,,,unknown
Summon Night 4,PS2,2006,Role-Playing,0.0,0.0,0.18,0.0,,,unknown
NHL 2004,XB,2003,Sports,0.13,0.04,0.0,0.01,85.0,65.0,E
Pro Yaky? Spirits 5,PS2,2008,Sports,0.0,0.0,0.18,0.0,,,unknown
Back to the Future: The Game,PS4,2015,Adventure,0.1,0.05,0.0,0.03,,71.0,T
Namco Museum: 50th Anniversary,XB,2005,Misc,0.13,0.04,0.0,0.01,62.0,,E10+
Monster 4x4: Stunt Racer,Wii,2009,Racing,0.16,0.0,0.0,0.01,,52.0,E
Velvet Assassin,X360,2009,Shooter,0.14,0.02,0.01,0.01,56.0,71.0,M
NFL 2K2,XB,2002,Sports,0.13,0.04,0.0,0.01,87.0,,E
MindJack,PS3,2011,Shooter,0.07,0.07,0.0,0.03,44.0,17.0,M
Marvel Super Hero Squad: Comic Combat,X360,2011,Action,0.13,0.04,0.0,0.01,,,E10+
NBA Starting Five,PS2,2099,Sports,0.09,0.07,0.0,0.02,53.0,73.0,E
NBA Live 16,PS4,2015,Sports,0.1,0.04,0.0,0.03,59.0,61.0,E
WWE SmackDown vs. Raw 2009,DS,2008,Fighting,0.14,0.02,0.0,0.01,58.0,78.0,T
Dead or Alive Paradise,PSP,2010,Misc,0.07,0.02,0.07,0.02,38.0,56.0,M
Dark Souls II,PC,2014,Role-Playing,0.08,0.08,0.0,0.01,91.0,71.0,T
The Suffering: Ties That Bind,PS2,2005,Action,0.09,0.07,0.0,0.02,75.0,80.0,M
EyeToy: Kinetic,PS2,2005,Sports,0.09,0.07,0.0,0.02,78.0,83.0,E
Transformers: Prime,3DS,2012,Action,0.13,0.02,0.0,0.02,,,unknown
Fancy Nancy: Tea Party Time!,DS,2010,Adventure,0.16,0.0,0.0,0.01,,,E
Project Spark,XOne,2014,Misc,0.11,0.05,0.0,0.02,73.0,70.0,E10+
Army Men: Sarge's Heroes 2,PS2,2001,Shooter,0.09,0.07,0.0,0.02,54.0,46.0,T
Yakuza Zero: The Place of Oath,PS4,2015,Action,0.0,0.0,0.17,0.0,,,unknown
The Wild Thornberrys: Animal Adventures,PS,2000,Adventure,0.1,0.07,0.0,0.01,,,unknown
Cabela's Adventure Camp,Wii,2011,Misc,0.14,0.02,0.0,0.02,,,E
SEGA Bass Fishing Duel,PS2,2002,Sports,0.09,0.07,0.0,0.02,68.0,,E
Teen Titans,GBA,2099,Action,0.13,0.05,0.0,0.0,61.0,,E10+
Sports Illustrated for Kids: Baseball,GBA,2001,Sports,0.12,0.05,0.0,0.0,39.0,,E
Mark Davis Pro Bass Challenge,PS2,2002,Sports,0.09,0.07,0.0,0.02,,,E
Rugrats: Royal Ransom,GC,2002,Platform,0.13,0.03,0.0,0.0,,67.0,E
Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,0.0,0.0,0.17,0.0,63.0,79.0,E
Warriors of Might and Magic,PS2,2001,Adventure,0.09,0.07,0.0,0.02,49.0,45.0,T
Rapala Fishing Frenzy 2009,PS3,2008,Sports,0.16,0.0,0.0,0.01,31.0,44.0,E
Petz: Horseshoe Ranch,DS,2009,Adventure,0.16,0.0,0.0,0.01,,,unknown
Open Season,GC,2006,Platform,0.13,0.03,0.0,0.0,59.0,,E10+
Ridge Racer,PSV,2011,Racing,0.03,0.07,0.05,0.02,44.0,37.0,E10+
EyePet & Friends,PS3,2011,Simulation,0.06,0.08,0.0,0.03,,,unknown
Street Fighter: The Movie,PS,1995,Fighting,0.1,0.07,0.0,0.01,,,unknown
Major League Baseball 2K9,PS3,2009,Sports,0.16,0.0,0.0,0.01,61.0,40.0,E
World Championship Poker,GBA,2004,Misc,0.12,0.05,0.0,0.0,66.0,,E
Global Defence Force,PS2,2005,Shooter,0.0,0.0,0.17,0.0,,,unknown
Major League Baseball 2K6,GC,2006,Sports,0.13,0.03,0.0,0.0,66.0,,E
WordJong Party,Wii,2008,Puzzle,0.16,0.0,0.0,0.01,,,E
SaGa 2: Hihou Densetsu - Goddess of Destiny,DS,2009,Role-Playing,0.0,0.0,0.17,0.0,,,unknown
Smash Court Tennis Pro Tournament,PS2,2002,Sports,0.08,0.07,0.0,0.02,73.0,74.0,E
Super Robot Taisen L,DS,2010,Strategy,0.0,0.0,0.17,0.0,,,unknown
Race Pro,X360,2009,Racing,0.06,0.09,0.0,0.02,72.0,70.0,E
The Grim Adventures of Billy & Mandy,GC,2006,Action,0.13,0.03,0.0,0.0,,,unknown
NBA Inside Drive 2004,XB,2003,Sports,0.13,0.04,0.0,0.01,71.0,82.0,E
The King of Fighters '97,PS,1998,Fighting,0.0,0.0,0.16,0.01,,,unknown
Time Commando,PS,1996,Action,0.1,0.07,0.0,0.01,,,unknown
Professional Fisherman's Tour: Northern Hemisphere,DS,2007,Sports,0.16,0.0,0.0,0.01,,,E
Kekkaishi: Karasumori Ayakashi Kidan,DS,2007,Action,0.0,0.0,0.17,0.0,,,unknown
Gretzky NHL 2005,PS2,2004,Sports,0.08,0.07,0.0,0.02,66.0,91.0,E
Dungeon Siege III,PC,2011,Role-Playing,0.08,0.08,0.0,0.02,72.0,47.0,T
The Hobbit,GC,2003,Platform,0.13,0.03,0.0,0.0,61.0,73.0,E
MotoGP 15,PS4,2015,Racing,0.0,0.12,0.03,0.02,66.0,,unknown
Backyard Sports Football: Rookie Rush,DS,2010,Sports,0.16,0.0,0.0,0.01,,,unknown
Skate it,DS,2008,Sports,0.14,0.02,0.0,0.01,72.0,78.0,E
Cabela's Legendary Adventures,Wii,2008,Sports,0.16,0.0,0.0,0.01,,,T
True Crime: New York City,GC,2005,Action,0.13,0.03,0.0,0.0,59.0,88.0,M
Metal Arms: Glitch in the System,XB,2003,Shooter,0.13,0.04,0.0,0.01,82.0,87.0,T
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012,Action,0.0,0.0,0.17,0.0,,,unknown
Toukiden Kiwami,PS4,2015,Action,0.05,0.07,0.02,0.02,74.0,76.0,T
Trauma Team,Wii,2099,Simulation,0.14,0.0,0.02,0.01,82.0,88.0,T
The Secret World,PC,2012,Role-Playing,0.07,0.08,0.0,0.02,74.0,82.0,M
Ice Age: Dawn of the Dinosaurs,PS2,2009,Action,0.08,0.07,0.0,0.02,,,E10+
ESPN Final Round Golf 2002,GBA,2001,Sports,0.12,0.05,0.0,0.0,70.0,,E
Iron Chef America: Supreme Cuisine,Wii,2008,Simulation,0.16,0.0,0.0,0.01,42.0,,E10+
MDK2 Armageddon,PS2,2001,Shooter,0.08,0.07,0.0,0.02,80.0,83.0,T
Exhibition Volume 02,XB,2003,Misc,0.13,0.04,0.0,0.01,,,unknown
NHL 2K9,X360,2008,Sports,0.15,0.01,0.0,0.01,69.0,67.0,E10+
I Spy: Castle,DS,2011,Puzzle,0.16,0.0,0.0,0.01,,,E
Fight Night Round 2,GC,2005,Fighting,0.13,0.03,0.0,0.0,87.0,79.0,T
Backbreaker,PS3,2099,Sports,0.16,0.0,0.0,0.01,58.0,70.0,E
Disney's Atlantis: The Lost Empire,PS,2001,Platform,0.1,0.07,0.0,0.01,73.0,85.0,E
Power Pro Kun Pocket,GB,1999,Sports,0.0,0.0,0.17,0.0,,,unknown
The King of Fighters '97,SAT,1998,Fighting,0.0,0.0,0.17,0.0,,,unknown
Tamagotchi no Narikiri Challenge,DS,2010,Action,0.0,0.0,0.17,0.0,,,unknown
Madden NFL 17,X360,2016,Sports,0.14,0.02,0.0,0.02,,7.0,E
Jewel Match,DS,2010,Puzzle,0.05,0.11,0.0,0.02,,,E
Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999,Strategy,0.0,0.0,0.16,0.01,,,unknown
Lost in Blue 3,DS,2007,Adventure,0.09,0.02,0.06,0.01,59.0,,E10+
Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999,Adventure,0.0,0.0,0.16,0.01,,,unknown
Stormrise,PS3,2009,Strategy,0.13,0.02,0.0,0.02,51.0,53.0,M
Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,0.13,0.04,0.0,0.01,84.0,79.0,M
X-Men: The Official Game,X360,2006,Action,0.16,0.0,0.0,0.01,52.0,61.0,T
SWAT: Global Strike Team,XB,2003,Shooter,0.13,0.04,0.0,0.01,69.0,63.0,M
Horrid Henry: Missions of Mischief,DS,2010,Adventure,0.01,0.14,0.0,0.02,,,E
Cabela's Legendary Adventures,PSP,2008,Sports,0.16,0.0,0.0,0.02,,,T
Pictionary,DS,2010,Puzzle,0.09,0.06,0.0,0.02,,,E
Hitman: HD Trilogy,X360,2013,Action,0.07,0.08,0.0,0.02,69.0,72.0,M
MX World Tour Featuring Jamie Little,PS2,2005,Racing,0.08,0.07,0.0,0.02,52.0,,E
Goblin Commander: Unleash the Horde,PS2,2003,Strategy,0.08,0.07,0.0,0.02,68.0,87.0,T
uDraw Studio: Instant Artist,Wii,2011,Misc,0.06,0.09,0.0,0.02,,,E
Hello Kitty: Happy Party Pals,GBA,2005,Misc,0.12,0.05,0.0,0.0,,,unknown
Jikkyou Powerful Pro Baseball 2016,PS4,2016,Sports,0.0,0.0,0.17,0.0,,,unknown
Backyard NFL Football '09,PS2,2008,Sports,0.08,0.07,0.0,0.02,,,unknown
World Destruction League: Thunder Tanks,PS2,2000,Action,0.08,0.07,0.0,0.02,65.0,59.0,T
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,0.05,0.1,0.0,0.02,71.0,49.0,M
Backyard Baseball '10,PS2,2009,Sports,0.08,0.07,0.0,0.02,,,E
Resident Evil Director's Cut: Dual Shock Edition,PS,1997,Action,0.0,0.0,0.16,0.01,,,unknown
Broken Sword: Shadows of the Templars - The Director's Cut,DS,2009,Adventure,0.07,0.08,0.0,0.02,,,unknown
PlayStation Move Heroes,PS3,2011,Platform,0.08,0.06,0.0,0.03,53.0,61.0,E10+
The King of Fighters '95,PS,1996,Fighting,0.0,0.0,0.16,0.01,,,unknown
RoadKill,PS2,2003,Action,0.08,0.07,0.0,0.02,71.0,79.0,M
Hanjuku Eiyuu Tai 3D,PS2,2003,Role-Playing,0.0,0.0,0.17,0.0,,,unknown
.hack//G.U. Vol.3//Redemption,PS2,2007,Role-Playing,0.0,0.0,0.17,0.0,,,unknown
Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000,Strategy,0.0,0.0,0.17,0.0,,,unknown
Looney Tunes: Back in Action,GC,2003,Platform,0.13,0.03,0.0,0.0,64.0,50.0,E
Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Action,0.12,0.03,0.0,0.02,54.0,,E10+
The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,0.14,0.01,0.0,0.02,56.0,56.0,T
Tak: The Great Juju Challenge,GBA,2005,Platform,0.12,0.05,0.0,0.0,52.0,,E
Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013,Misc,0.0,0.08,0.08,0.01,,,unknown
SingStar Motown,PS3,2009,Misc,0.0,0.15,0.0,0.02,,,unknown
Macross Ultimate Frontier,PSP,2009,Action,0.0,0.0,0.17,0.0,,,unknown
Top Spin 2,X360,2006,Sports,0.15,0.0,0.0,0.01,75.0,68.0,E
Hunter: The Reckoning Redeemer,XB,2003,Action,0.13,0.04,0.0,0.01,72.0,86.0,M
Age of Empires III: Complete Collection,PC,2009,Strategy,0.01,0.12,0.0,0.03,,85.0,T
Captain America: Super Soldier,X360,2011,Action,0.11,0.05,0.0,0.01,60.0,64.0,T
Tokyo Xtreme Racer,DC,1999,Racing,0.0,0.0,0.17,0.0,,,unknown
Fighter Maker,PS,1998,Fighting,0.05,0.04,0.07,0.01,,,unknown
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,0.08,0.05,0.0,0.04,81.0,87.0,M
Thief: Deadly Shadows,XB,2004,Action,0.13,0.04,0.0,0.01,82.0,73.0,M
Monkey Island: Special Edition Collection,PC,2011,Adventure,0.0,0.14,0.0,0.03,,,unknown
MotoGP 10/11,PS3,2011,Racing,0.04,0.1,0.0,0.03,68.0,61.0,E
NBA 09: The Inside,PSP,2008,Sports,0.16,0.0,0.0,0.01,79.0,74.0,E
Batman Begins,GBA,2005,Action,0.12,0.05,0.0,0.0,61.0,69.0,E10+
Mercury Meltdown Revolution,Wii,2007,Action,0.16,0.0,0.0,0.01,77.0,74.0,E
Glover,PS,1999,Platform,0.09,0.06,0.0,0.01,,,unknown
Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004,Misc,0.12,0.05,0.0,0.0,,,unknown
Country Dance: All Stars,X360,2012,Action,0.16,0.0,0.0,0.01,,52.0,E10+
Let's TAP,Wii,2008,Misc,0.08,0.06,0.01,0.02,70.0,66.0,E
James Cameron's Dark Angel,PS2,2099,Action,0.08,0.07,0.0,0.02,48.0,65.0,T
Mahjong Fight Club,PSP,2004,Misc,0.0,0.0,0.17,0.0,,,unknown
Turok 3: Shadow of Oblivion,N64,2000,Shooter,0.12,0.05,0.0,0.0,,,unknown
Bomberman 64: The Second Attack!,N64,1999,Adventure,0.05,0.01,0.11,0.0,,,unknown
World Driver Championship,N64,1999,Racing,0.14,0.03,0.0,0.0,,,unknown
The Lord of the Rings: Aragorn's Quest,PS3,2010,Action,0.1,0.04,0.0,0.02,58.0,60.0,T
Spawn: Armageddon,XB,2003,Action,0.13,0.04,0.0,0.01,57.0,92.0,M
Project X Zone 2: Brave New World,3DS,2015,Role-Playing,0.05,0.03,0.08,0.01,,,unknown
Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004,Misc,0.12,0.05,0.0,0.0,,,unknown
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,Misc,0.12,0.05,0.0,0.0,,,unknown
Major League Baseball 2K9,PS2,2009,Sports,0.08,0.06,0.0,0.02,,54.0,E
Gundam Assault Survive,PSP,2010,Action,0.0,0.0,0.17,0.0,,,unknown
Bee Movie Game,X360,2007,Action,0.16,0.0,0.0,0.01,71.0,58.0,E
Luxor 3,Wii,2008,Puzzle,0.16,0.0,0.0,0.01,,,E
Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,Misc,0.08,0.06,0.0,0.02,,,unknown
Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,0.0,0.0,0.17,0.0,,,unknown
Fate/Stay Night [Réalta Nua],PS2,2007,Adventure,0.0,0.0,0.17,0.0,,,unknown
Disney's Home on the Range,GBA,2004,Action,0.12,0.04,0.0,0.0,65.0,,E
The Rise of the Argonauts,X360,2008,Role-Playing,0.03,0.12,0.0,0.01,,,unknown
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,0.1,0.0,0.04,0.03,62.0,76.0,M
Deus Ex: Mankind Divided,XOne,2016,Role-Playing,0.09,0.06,0.0,0.01,83.0,72.0,M
Space Griffon VF-9,PS,1995,Role-Playing,0.02,0.02,0.12,0.01,,,unknown
Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,0.04,0.12,0.0,0.02,63.0,77.0,E
.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,0.0,0.0,0.17,0.0,,,unknown
Transformers: Dark of the Moon,Wii,2011,Action,0.09,0.06,0.0,0.02,,,unknown
FaceBreaker,PS3,2008,Fighting,0.13,0.02,0.0,0.02,53.0,38.0,T
Star Wars: Battlefront II,PC,2005,Shooter,0.02,0.13,0.0,0.02,78.0,88.0,T
Michael Jackson: The Experience 3D,3DS,2011,Misc,0.13,0.03,0.0,0.01,,,unknown
Gyakuten Saiban 3,GBA,2004,Adventure,0.0,0.0,0.16,0.0,,,unknown
Digimon Story: Cyber Sleuth,PSV,2015,Role-Playing,0.0,0.0,0.17,0.0,,88.0,T
Gallop Racer 2001,PS2,2001,Sports,0.05,0.04,0.06,0.01,71.0,91.0,E
Hellboy: The Science of Evil,PS3,2008,Action,0.13,0.02,0.0,0.02,47.0,61.0,T
Nightmare Creatures II,PS,2000,Action,0.09,0.06,0.0,0.01,,,unknown
MotoGP 09/10,X360,2010,Racing,0.07,0.09,0.0,0.02,69.0,57.0,E
Bratz Kidz,Wii,2008,Misc,0.16,0.0,0.0,0.01,,,E
N3 II: Ninety-Nine Nights,X360,2010,Action,0.06,0.06,0.04,0.01,,,unknown
Catwoman,PS2,2004,Action,0.08,0.06,0.0,0.02,46.0,69.0,T
Garfield: Lasagna World Tour,PS2,2007,Action,0.08,0.06,0.0,0.02,,,E
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,Misc,0.12,0.04,0.0,0.0,,,unknown
Bomberman B-Daman,SNES,1996,Shooter,0.0,0.0,0.17,0.0,,,unknown
Monsters vs. Aliens,X360,2009,Action,0.12,0.03,0.0,0.01,63.0,66.0,E10+
Beat Down: Fists of Vengeance,PS2,2005,Action,0.04,0.03,0.09,0.01,48.0,81.0,M
World Destruction League: Thunder Tanks,PS,2000,Action,0.09,0.06,0.0,0.01,35.0,12.0,T
Terminator 3: The Redemption,PS2,2004,Shooter,0.08,0.06,0.0,0.02,68.0,80.0,T
Reloaded,PS,1996,Action,0.09,0.06,0.0,0.01,,,unknown
